titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques
دار فالفلوجة احذ صونلك,Appartement/Maison,Vente,1250000,180.0,3.0,1.0,,Arafat,Nouakchott,دار فالفلوحة احذ دبو المهدي منقوشة و مكروية و مكريه ظرك ب 70الف ابرمه و كيتانص,voursa.com,2025-11-12,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: دبو المهدي  | Garage
300م# فمدال E للبيع ,Terrain,Vente,2500000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 300م# فمدال E مبيوع ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-08-12,Taille rue: N/A | Proche de: مدال e
نيمرو للبيع في مطار القديم ,Terrain,Vente,1600000,400.0,,,,Dar Naim,Nouakchott,"فرصة نيمرو للبيـــــــــــــــــــــع في مطار القديم  بلوك 26  قرب آسكنا
المساحة  :  400 شارع 12 
السعر : 16  مليون 
واتساب 22608090 فقط للجدين ",voursa.com,2025-08-13,Taille rue: N/A | Proche de: آسكنا 
نمرو فاز 2عين طلح,Terrain,Vente,1400000,300.0,,,,Teyarett,Nouakchott,"سعر 14مليون برم وكيتانص  حد شاري تلفنل 26678975.36147216
حد ايدور عقار ول نمرو ول ديفيز تلفنل",voursa.com,2025-10-10,Taille rue: N/A | Proche de: ليزوه 
نيمرو للبيع ,Terrain,Vente,650000,1.0,,,,Arafat,Nouakchott,"للبيع نيمرو
📍 عرفات 19 فاتح اعل شارع 10 حاظر فالبرك
السعر: 6 مليون و 500 ألف
واتساب 48889930
للاتصال 34232357",voursa.com,2026-01-28,Titre foncier | Taille rue: 10.00 | Proche de: الدايه 19
بتكين ف اغنودرت للبيع ,Local commercial,Vente,3000000,600.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمروين ف اغنودرت مساحتهم للاجمالية 600م# مبني فيهم بتكين واحد منهم فكرن مولاهم كان بايعهم ب 35مليون وظرك بايعهم ب 30مليون فرصة الاستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-12-22,Taille rue: N/A | Proche de: اغنودرت
نيمروين فتيارت i4,Terrain,Vente,4000000,432.0,,,,Teyarett,Nouakchott,نيمروين ف i4 اكريب من كدروه السنوار ,voursa.com,2026-01-23,Titre foncier | Taille rue: 20.00 | Proche de: كدروه السنوار
نيمرو في الكرن في المطار القديم ممتاز,Terrain,Vente,1200000,400.0,,,,Dar Naim,Nouakchott,"نظيف تبارك الله وفرصة وفكرن الموقع راكب 
ملاحظة للراغبين في شراء أو ايجار او بيع نيمرو او دار ماعليكم سوى التواصل معنا والله المستعان ",voursa.com,2025-04-04,Taille rue: 0.00 | Proche de: بست المطار
سكتير 5 متوالي صحراوي ,Terrain,Vente,3000000,200.0,,,,Tevragh Zeina,Nouakchott,"نص من سكتير 5 بلو زين متوالي صحراوي
كريب من كدروه 
لمساحة 200م
السعر 30 مليون
حد مهتم وللا عندو عقار للبيع 22576577",voursa.com,2025-08-19,Taille rue: N/A | Proche de: سكتير5 متوالي صحراوي
قطعة أرض للبيع فالمطار القديم ,Terrain,Vente,1300000,180.0,,,,Dar Naim,Nouakchott,نيمرو من ابلوك 35 مساحة 180م٢ أفكرن تيتر فونصي كايل 13 مليون ,voursa.com,2026-01-05,Titre foncier | Taille rue: N/A | Proche de: ابلوك 35
نيمرو من إسكان ,Terrain,Vente,2400000,300.0,,,,Tevragh Zeina,Nouakchott,نيمرو من تراب الإسكان أعل شارع 30 مبيوع ب 24 مليون ,voursa.com,2025-03-28,Taille rue: 0.00 | Proche de: إسكان 
دار اكبيره فتوجنين احذ الوقفة,Appartement/Maison,Vente,1400000,450.0,3.0,2.0,,Toujounine,Nouakchott,دار اكبيره فتوجنين احذ الوقفه,voursa.com,2025-10-27,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: الوقفه | Garage
منزل للبيع في ابريمير ( تيارت ),Appartement/Maison,Vente,900000,35.0,3.0,1.0,,Teyarett,Nouakchott,"بالقرب من صيدلية الجزيرة
 التواصل على هذا الرقم وعليه واتساب : 
32171400",voursa.com,2025-12-05,Titre foncier | 1 balcon(s) | Taille rue: N/A | Proche de: صيدلية الجزيرة 
نمرو للبيـــــع في السيف سانتر امتير ,Terrain,Vente,3000000,300.0,,,,Tevragh Zeina,Nouakchott,"نمرو للبيـــــع في تفرغ زينة السيف قرب صالحين  اهل بوحبيني  سانتر امتير 
المساحة  : 300 م²
السعر : 30 مليون
واتساب  22608090 فقط للجدين ",voursa.com,2025-08-25,Taille rue: N/A | Proche de: آنتين سانتر امتير 
سمعه بدخله اعل كدروه سيت اسمار,Appartement/Maison,Vente,39000000,600.0,10.0,1.0,,Tevragh Zeina,Nouakchott,"شقق و محلات تجارية المساحة 600م دخله مليون و500 شهريا 
كريب من كارفور سيت سمار فاتح اعل كدروه  المخطار ولد داداه السعر390مليون قابل للنقاش واتساب 26678975 للاتصال 36147216",voursa.com,2025-04-17,1 balcon(s) | Taille rue: 30.00 | Proche de: فندق موري سانتر 
سمعه فسيت ابلاج شارع 15,Appartement/Maison,Vente,3900000,350.0,12.0,4.0,,Sebkha,Nouakchott,"واتساب 26678975  للاتصال 36147216
سعر 39مليون مساحه 350 فيه 12بيت 
شارعه 15 
",voursa.com,2025-06-09,1 balcon(s) | Taille rue: 15.00 | Proche de: افيه روج
نمرو فكرن احذ بقالت الشباب ,Terrain,Vente,4000000,216.0,,,,Teyarett,Nouakchott,"بينو نمرو واحد مع تفرغ زين سعر 40 مليون  
حد دور تلفنل اعل واتساب 26678975 للاتصال 
36147216",voursa.com,2025-08-06,Taille rue: N/A | Proche de: نفرغ زين
دار في الفلوجة نظيفة ماشاء الله شارع كبير,Appartement/Maison,Vente,1300000,150.0,5.0,2.0,,Arafat,Nouakchott,"البناء ممتاز وشارعها كبير ولاه بعيد من كدروه 
 ",voursa.com,2025-04-02,1 balcon(s) | Taille rue: 15.00 | Proche de: الياقوت 
نيمروات للبيع,Terrain,Vente,9500000,150.0,,,,Teyarett,Nouakchott,"النيمروات المتوفرة:
نيمرو 3296
نيمرو 3297
نيمرو 3299


السعر :9ملاين و500 فقط 
",voursa.com,2025-12-20,Taille rue: 12.00 | Proche de: تيارت
سمعه ف الفلوجة بالقرب من صيدالية ايمان للببع ,Appartement/Maison,Vente,1500000,120.0,7.0,3.0,,Arafat,Nouakchott,سلام عليكم هذ سمعه  في  الفلوجة من كد صيدلية إيمان فاتح اعل برك ووراه ابدي المساحة 120 م منقوش مكروي مستقلة مبيوع ب 15 مليون قابل للنقاش للإستفسار اكثر اتصلوا علي الرقم التالي 49546950,voursa.com,2025-09-13,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: الفلوجة 
ديبلكس للبيــع فاتح اعل كدروه كورونا ,Appartement/Maison,Vente,7000000,300.0,6.0,3.0,,Teyarett,Nouakchott,ديبلكس للبيــع فاتح اعل كدروه كورونا مساحة 300م٢ مبيوع ب 70 مليون ,voursa.com,2025-12-11,Titre foncier | type de propriété: Duplex | 2 balcon(s) | Taille rue: 30.00 | Proche de: كدروه كورونا  | Garage
نصف نيمرو من F Nord سكتير 1 فاتح فبرك ,Terrain,Vente,2500000,250.0,,,,Tevragh Zeina,Nouakchott, نيمرو من F Nord سكتير 1 فاتح فبرك مساحة 500م٢ ينباع انصوصه ب 25 مليون للنصف ,voursa.com,2025-08-26,Taille rue: N/A | Proche de: F NORD 
نمرو اعل كدروه روصو مباشرتا,Terrain,Vente,850000,180.0,,,,Riyadh,Nouakchott,تلفنل اعل واتساب 26678975.تلفون 36147216,voursa.com,2025-06-28,Taille rue: N/A | Proche de: مسجد الدعات 
نبمرو فكرن من الفوز للبيع ,Terrain,Vente,5250000,400.0,,,,Teyarett,Nouakchott,السلام عليكم هذ نيمرو من الفوز فكرن اعلي شارع لاه يكدرن مساحة 400م# مبيوع ب 52مليون واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-12-14,Taille rue: 60.00 | Proche de: الفوز
نيمرو من الأساتذة أفكرن ,Terrain,Vente,5000000,600.0,,,,Tevragh Zeina,Nouakchott,المساحة 600م٢ شوارعو كلهم 20م ب 50 مليون ,voursa.com,2025-12-20,Titre foncier | Taille rue: 20.00 | Proche de: الأساتذة 
نيمرو فكرن للبيع ,Terrain,Vente,2700000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو فكرن من سكجيم m مساحة 300م# مبيوع ب 27مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-07-27,Taille rue: N/A | Proche de: سكجيم m
نمرو للبيـــــع في بلوكات سكتير 2,Terrain,Vente,3600000,600.0,,,,Tevragh Zeina,Nouakchott,"نمرو للبيـــــع في بلوكات سكتير 2 قرب الجامعة انواكشوط العصرية 
المساحة: 600 م²
السعر  : 36 مليون 
واتساب 22608090 فقط للجدين ",voursa.com,2025-09-06,Taille rue: N/A | Proche de: جامعة انواكشوط العصرية 
نمرو للبيـــــــــع في سكتير 1 بلوكات ,Terrain,Vente,2800000,700.0,,,,Tevragh Zeina,Nouakchott,"نمرو للبيــــــــــــــــــــــع في سكتير 1 بلوكات  قرب شركة هيونداي  طريق انواذيبو 
المساحة : 700 م²  شارع 20 م 
السعر : 28 مليون و نص 
واتساب 22608090 فقط للجدين 
",voursa.com,2025-07-28,Taille rue: N/A | Proche de: شركة اهيونداي 
نيمرو فكرن بين واحد امع كدروه من سكتير 2 ابلوكات للبيع ,Terrain,Vente,4200000,600.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو فكرن من سكتير 2 ابازكات بين نيمرو واحد امع كدروه مساحة 600م# مبيوع ب 42مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-06-19,Taille rue: N/A | Proche de: سكتير 2 ابلوكات
نيمرو فسكتير 3 افنور إعلى كدروه ,Terrain,Vente,6800000,600.0,,,,Tevragh Zeina,Nouakchott,رقم 522 من سكتير 3 افنور مساحة 600م٢ إعلى كدروه مبيوع ب 68,voursa.com,2025-04-10,Taille rue: N/A | Proche de: سكتير 3 افنور 
بلاط جدران سيراميك ٢٠×٣٠,Autre,Location,100,2030.0,,,,Ksar,Nouakchott,"اسمي بهافين من شركة لومينا تايل (الهند).

نحن مصنعون لبلاط الجدران والأرضيات والأدوات الصحية.

ننتج مقاسات ٢٠×٣٠، ٣٠×٣٠، ٤٠×٤٠، ٥٠×٥٠، ٣٠×٦٠، ٦٠×٦٠، ٦٠×١٢٠، بالإضافة إلى الأدوات الصحية.

WhatsApp:- https://wa.me/919898427293",voursa.com,2025-10-03,Taille rue: N/A | Proche de: Nouakchott
ديبلكس ف صكوك كد شهرزاد اكريب من كدروه,Appartement/Maison,Location,17000,15.0,6.0,2.0,,Teyarett,Nouakchott,ديبلكس لإيجار مخصص لإيجار معاه نيميرو قاري فيه اكد حد اتم اوسع فيه اكريب من كدروه كد شهرزاد الثمن 17.000اوقية جديدة شهريا مقدم 4اشهر 3افانص ورابع كضمان حد مهتم يطلعلي اعل لواتساب تنبيه نجبر لا اعل لواتساب 47627772 وشكرا ,voursa.com,2026-01-05,Titre foncier | type de location: Location au mois | type de propriété: Duplex | 1 balcon(s) | Taille rue: 20.00 | Proche de: شهرزاد 
نيمرو فعين الطلح,Terrain,Vente,650000,120.0,,,,Teyarett,Nouakchott,"نيمرو للبيع 
في سوكجيم عين الطلح 
قرب البوادي مساحته 120 
الوثائق الرسمية تيترة افونصية مستقلة ✅ ب 6 مليون و500 الف",voursa.com,2025-11-15,Taille rue: N/A | Proche de: عين الطلح
نيمرو فسكتير 5,Terrain,Vente,2300000,200.0,,,,Tevragh Zeina,Nouakchott,"*200م ² من سكتير 5 ب 23 مليون*
الواتساب : 33887733",voursa.com,2025-04-08,Taille rue: N/A | Proche de: سكتير 5
نيمرو عين الطلح افاز 2 ,Terrain,Vente,1300000,180.0,,,,Teyarett,Nouakchott,نيمرو فعين الطلح افاز 2 و كونفرم شارع 12 و جايتو T,voursa.com,2026-02-05,Taille rue: 12.00 | Proche de: افاز 2
نيمرو للبيع افعين الطلح شارعو 20,Terrain,Vente,1600000,180.0,,,,Teyarett,Nouakchott,"نيمرو للبيع افعين الطلح.  كد مدرسة منبر العلم. اكريب من كدروه الطينطان . 
محوش ؤفيه بتيك من بتوه.

صاد اعل جيهة لبحر. 

شارعو 20 
مساحة 180م² ( 12 ف 15 )

أوراق : ابرمه ؤكتانص نظيفين. 

اب 16 مليون قديمة 

41545765",voursa.com,2025-11-09,Taille rue: N/A | Proche de: كدروه الطينطان 
دار اعل شارع بداه البوصيري فكرن,Appartement/Maison,Vente,5000000,216.0,4.0,1.0,,Teyarett,Nouakchott,"سعر 50 مليون مدخل 160الف تقريبا 
حد شاري ول عندو طلب تلفنل 26678975.",voursa.com,2025-12-10,Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 25.00 | Proche de: شارع بداه
نمرو للبيـــــع من بلوكات سكتير1,Terrain,Vente,3800000,600.0,,,,Tevragh Zeina,Nouakchott,"نمرو للبيـــــــــع في تفرغ زينة بلوكات سكتير ¹
المساحة  : 600 م² شارع  20
السعر  : 38 مليون أوقية قديمة 
واتساب  22608090 فقط للجدين ",voursa.com,2025-08-30,Taille rue: N/A | Proche de: طب القلب 
نيمرو من بيركا للبيع ,Terrain,Vente,1400000,230.0,,,,Tevragh Zeina,Nouakchott,السلام علبكم هذ نيمرو من بيركا مساحة 230م# مبيوع ب 14مليون للإستفسار اكثر اتصلوا. على الرقم التالي 49546950,voursa.com,2025-11-17,Taille rue: N/A | Proche de: بيركا 
نيمرو اعلي كدروه من ابلوك 23 محوط للبيع ,Terrain,Vente,7000000,600.0,,,,Dar Naim,Nouakchott,السلام عليكم هذ نيمرو محوط اعلي كدروه مساحة 600م# ف ابلوك 23 عندو اذن بنيان مبيوع ب 70مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-01-11,Taille rue: 40.00 | Proche de: ابلوك 23
